municipio_key,municipio_label,codigo_ibge,grafias_distintas,n_arts,uf,confiabilidade_municipio,exemplos_grafias
BOTUPORA,Botupora,Informação insuficiente para verificar,1,41,BA,baixa,BOTUPORÃ
ADUSTINA,Adustina,Informação insuficiente para verificar,1,41,BA,media,ADUSTINA
CONCEICAO DA FEIRA,Conceicao Da Feira,Informação insuficiente para verificar,2,40,BA,baixa,CONCEIÇÃO DA FEIRA; Conceição da Feira
SAO FELIPE,Sao Felipe,Informação insuficiente para verificar,1,40,BA,baixa,SÃO FELIPE
PONTO NOVO,Ponto Novo,Informação insuficiente para verificar,2,40,BA,baixa,PONTO NOVO; Ponto Novo
ITACIMIRIM,Itacimirim,Informação insuficiente para verificar,1,40,BA,baixa,ITACIMIRIM
ITIUBA,Itiuba,Informação insuficiente para verificar,1,40,BA,baixa,ITIÚBA
MIRANGABA,Mirangaba,Informação insuficiente para verificar,2,40,BA,baixa,MIRANGABA; Mirangaba
ARACAS,Aracas,Informação insuficiente para verificar,2,39,BA,baixa,ARAÇÁS; Araçás
JIQUIRICA,Jiquirica,Informação insuficiente para verificar,1,39,BA,baixa,JIQUIRIÇÁ
IPUPIARA,Ipupiara,Informação insuficiente para verificar,1,39,BA,baixa,IPUPIARA
GUARAJUBA,Guarajuba,Informação insuficiente para verificar,1,39,BA,baixa,GUARAJUBA
BRASILIA,Brasilia,Informação insuficiente para verificar,1,38,DF,baixa,BRASÍLIA
TEOFILANDIA,Teofilandia,Informação insuficiente para verificar,2,38,BA,baixa,TEOFILÂNDIA; Teofilândia
IBIRATAIA,Ibirataia,Informação insuficiente para verificar,2,37,BA,baixa,IBIRATAIA; Ibirataia
COARACI,Coaraci,Informação insuficiente para verificar,2,37,BA,baixa,COARACI; Coaraci
IBICARAI,Ibicarai,Informação insuficiente para verificar,2,36,BA,baixa,IBICARAÍ; Ibicaraí
MACAJUBA,Macajuba,Informação insuficiente para verificar,1,35,BA,baixa,MACAJUBA
TREMEDAL,Tremedal,Informação insuficiente para verificar,1,35,BA,baixa,TREMEDAL
CORDEIROS,Cordeiros,Informação insuficiente para verificar,1,35,BA,baixa,CORDEIROS
BOA NOVA,Boa Nova,Informação insuficiente para verificar,1,35,BA,baixa,BOA NOVA
VARZEA NOVA,Varzea Nova,Informação insuficiente para verificar,1,35,BA,baixa,VÁRZEA NOVA
BREJOLANDIA,Brejolandia,Informação insuficiente para verificar,2,34,BA,baixa,BREJOLÂNDIA; Brejolândia
BONINAL,Boninal,Informação insuficiente para verificar,1,34,BA,baixa,BONINAL
IUIU,Iuiu,Informação insuficiente para verificar,2,34,BA,baixa,IUIU; IUIÚ
JUSSARA,Jussara,Informação insuficiente para verificar,2,34,BA,baixa,JUSSARA; Jussara
RIO DO PIRES,Rio Do Pires,Informação insuficiente para verificar,2,34,BA,baixa,RIO DO PIRES; Rio do Pires
PINTADAS,Pintadas,Informação insuficiente para verificar,1,33,BA,baixa,PINTADAS
ERICO CARDOSO,Erico Cardoso,Informação insuficiente para verificar,1,33,BA,baixa,ÉRICO CARDOSO
ABARE,Abare,Informação insuficiente para verificar,2,33,BA,baixa,ABARÉ; Abaré
SAPEACU,Sapeacu,Informação insuficiente para verificar,1,33,BA,baixa,SAPEAÇU
CANDIDO SALES,Candido Sales,Informação insuficiente para verificar,1,33,BA,baixa,CÂNDIDO SALES
SANTA INES,Santa Ines,Informação insuficiente para verificar,2,32,BA,baixa,SANTA INÊS; Santa Inês
HUMILDES - DISTRITO,Humildes - Distrito,Informação insuficiente para verificar,1,32,BA,baixa,HUMILDES - Distrito
TEIXEIRA FREITAS,Teixeira Freitas,Informação insuficiente para verificar,1,32,BA,media,TEIXEIRA FREITAS
WAGNER,Wagner,Informação insuficiente para verificar,1,32,BA,baixa,WAGNER
LAGOA REAL,Lagoa Real,Informação insuficiente para verificar,1,32,BA,baixa,LAGOA REAL
LAJEDAO,Lajedao,Informação insuficiente para verificar,1,32,BA,baixa,LAJEDÃO
CORONEL JOAO SA,Coronel Joao Sa,Informação insuficiente para verificar,1,32,BA,baixa,CORONEL JOÃO SÁ
DOM INOCENCIO,Dom Inocencio,Informação insuficiente para verificar,1,31,PI,baixa,DOM INOCÊNCIO
NOVA FATIMA,Nova Fatima,Informação insuficiente para verificar,2,31,BA,baixa,NOVA FÁTIMA; Nova Fátima
ACAJUTIBA,Acajutiba,Informação insuficiente para verificar,2,31,BA,baixa,ACAJUTIBA; Acajutiba
MORPARA,Morpara,Informação insuficiente para verificar,2,31,BA,baixa,MORPARÁ; Morpará
SERROLANDIA,Serrolandia,Informação insuficiente para verificar,1,31,BA,baixa,SERROLÂNDIA
RIBEIRA DO AMPARO,Ribeira Do Amparo,Informação insuficiente para verificar,2,30,BA,baixa,RIBEIRA DO AMPARO; Ribeira do Amparo
FATIMA,Fatima,Informação insuficiente para verificar,1,30,BA,media,FÁTIMA
GUARATINGA,Guaratinga,Informação insuficiente para verificar,1,30,BA,baixa,GUARATINGA
SANTA BRIGIDA,Santa Brigida,Informação insuficiente para verificar,2,30,BA,baixa,SANTA BRÍGIDA; Santa Brígida
FILADELFIA,Filadelfia,Informação insuficiente para verificar,1,30,BA,baixa,FILADÉLFIA
NOVA CANAA,Nova Canaa,Informação insuficiente para verificar,2,30,BA,baixa,NOVA CANAA; NOVA CANAÃ
SAO JOSE DO JACUIPE,Sao Jose Do Jacuipe,Informação insuficiente para verificar,1,30,BA,baixa,SÃO JOSÉ DO JACUÍPE
SANTA LUZIA,Santa Luzia,Informação insuficiente para verificar,2,30,BA; MG,baixa,SANTA LUZIA; Santa Luzia
ITAETE,Itaete,Informação insuficiente para verificar,1,29,BA,baixa,ITAETÉ
TEOLANDIA,Teolandia,Informação insuficiente para verificar,2,29,BA,baixa,TEOLÂNDIA; Teolândia
SAUDE,Saude,Informação insuficiente para verificar,2,29,BA,baixa,SAÚDE; Saúde
UBAITABA,Ubaitaba,Informação insuficiente para verificar,1,29,BA,baixa,UBAITABA
MATINA,Matina,Informação insuficiente para verificar,1,29,BA,baixa,MATINA
MAIQUINIQUE,Maiquinique,Informação insuficiente para verificar,2,29,BA,baixa,MAIQUINIQUE; Maiquinique
IGRAPIUNA,Igrapiuna,Informação insuficiente para verificar,1,29,BA,baixa,IGRAPIÚNA
CONCEICAO DO ALMEIDA,Conceicao Do Almeida,Informação insuficiente para verificar,1,29,BA,baixa,CONCEIÇÃO DO ALMEIDA
JUCURUCU,Jucurucu,Informação insuficiente para verificar,2,28,BA,baixa,JUCURUÇU; Jucuruçu
ARAMARI,Aramari,Informação insuficiente para verificar,1,28,BA,baixa,ARAMARI
CENTRAL,Central,Informação insuficiente para verificar,1,28,BA,baixa,CENTRAL
SAO MIGUEL DAS MATAS,Sao Miguel Das Matas,Informação insuficiente para verificar,1,28,BA,baixa,SÃO MIGUEL DAS MATAS
CARAIBAS,Caraibas,Informação insuficiente para verificar,1,28,BA,baixa,CARAÍBAS
CRISOPOLIS,Crisopolis,Informação insuficiente para verificar,3,28,BA,baixa,CRISOPOLIS; CRISÓPOLIS; Crisópolis
RODELAS,Rodelas,Informação insuficiente para verificar,2,28,BA,baixa,RODELAS; Rodelas
ITAPEBI,Itapebi,Informação insuficiente para verificar,1,27,BA,baixa,ITAPEBI
BELO HORIZONTE,Belo Horizonte,Informação insuficiente para verificar,1,27,MG,baixa,BELO HORIZONTE
VEREDA,Vereda,Informação insuficiente para verificar,2,27,BA,baixa,VEREDA; Vereda
PRESIDENTE JANIO QUADROS,Presidente Janio Quadros,Informação insuficiente para verificar,1,27,BA,baixa,PRESIDENTE JÂNIO QUADROS
SITIO DO QUINTO,Sitio Do Quinto,Informação insuficiente para verificar,1,27,BA,baixa,SÍTIO DO QUINTO
RODA VELHA - DISTRITO,Roda Velha - Distrito,Informação insuficiente para verificar,1,27,BA,baixa,RODA VELHA - Distrito
VARZEA DA ROCA,Varzea Da Roca,Informação insuficiente para verificar,1,27,BA,baixa,VÁRZEA DA ROÇA
ANTONIO GONCALVES,Antonio Goncalves,Informação insuficiente para verificar,1,27,BA,baixa,ANTÔNIO GONÇALVES
NORDESTINA,Nordestina,Informação insuficiente para verificar,2,26,BA,baixa,NORDESTINA; Nordestina
ITAJUIPE,Itajuipe,Informação insuficiente para verificar,1,26,BA,baixa,ITAJUÍPE
CANUDOS,Canudos,Informação insuficiente para verificar,1,26,BA,baixa,CANUDOS
ANGUERA,Anguera,Informação insuficiente para verificar,2,26,BA,baixa,ANGUERA; Anguera
SEBASTIAO LARANJEIRAS,Sebastiao Laranjeiras,Informação insuficiente para verificar,2,26,BA,baixa,SEBASTIÃO LARANJEIRAS; Sebastião Laranjeiras
CABACEIRAS DO PARAGUACU,Cabaceiras Do Paraguacu,Informação insuficiente para verificar,1,26,BA,baixa,CABACEIRAS DO PARAGUAÇU
MAIRI,Mairi,Informação insuficiente para verificar,1,26,BA,baixa,MAIRI
FLORESTA AZUL,Floresta Azul,Informação insuficiente para verificar,1,26,BA,baixa,FLORESTA AZUL
UBATA,Ubata,Informação insuficiente para verificar,1,26,BA,baixa,UBATÃ
NOVO HORIZONTE,Novo Horizonte,Informação insuficiente para verificar,1,26,BA,baixa,NOVO HORIZONTE
PIRITIBA,Piritiba,Informação insuficiente para verificar,2,25,BA,baixa,PIRITIBA; Piritiba
SAUBARA,Saubara,Informação insuficiente para verificar,1,25,BA,baixa,SAUBARA
AREMBEPE,Arembepe,Informação insuficiente para verificar,1,25,BA,baixa,AREMBEPE
JUSSIAPE,Jussiape,Informação insuficiente para verificar,1,25,BA,baixa,JUSSIAPE
MULUNGU DO MORRO,Mulungu Do Morro,Informação insuficiente para verificar,2,24,BA,media,MULUNGU DO MORRO; Mulungu do Morro
IBIRAPITANGA,Ibirapitanga,Informação insuficiente para verificar,2,24,BA,baixa,IBIRAPITANGA; Ibirapitanga
MORRO DE SAO PAULO - DISTRITO,Morro De Sao Paulo - Distrito,Informação insuficiente para verificar,1,24,BA,baixa,MORRO DE SÃO PAULO - Distrito
IMBASSAI (MATA DE SAO JOAO),Imbassai (Mata De Sao Joao),Informação insuficiente para verificar,1,23,BA,baixa,IMBASSAÍ (MATA DE SÃO JOÃO)
SERRA PRETA,Serra Preta,Informação insuficiente para verificar,2,23,BA,baixa,SERRA PRETA; Serra Preta
RETIROLANDIA,Retirolandia,Informação insuficiente para verificar,1,23,BA,baixa,RETIROLÂNDIA
SANTA TEREZINHA,Santa Terezinha,Informação insuficiente para verificar,2,23,BA,baixa,SANTA TEREZINHA; Santa Terezinha
ELISIO MEDRADO,Elisio Medrado,Informação insuficiente para verificar,2,23,BA,baixa,ELÍSIO MEDRADO; Elísio Medrado
TAPEROA,Taperoa,Informação insuficiente para verificar,1,23,BA,baixa,TAPEROÁ
BIRITINGA,Biritinga,Informação insuficiente para verificar,1,23,BA,baixa,BIRITINGA
DOM MACEDO COSTA,Dom Macedo Costa,Informação insuficiente para verificar,1,23,BA,baixa,DOM MACEDO COSTA
NOVA IBIA,Nova Ibia,Informação insuficiente para verificar,1,23,BA,baixa,NOVA IBIÁ
PRESIDENTE DUTRA,Presidente Dutra,Informação insuficiente para verificar,1,23,BA; MA,baixa,PRESIDENTE DUTRA
ANTAS,Antas,Informação insuficiente para verificar,2,22,BA,baixa,ANTAS; Antas
CALDAS DO JORRO,Caldas Do Jorro,Informação insuficiente para verificar,1,22,BA,baixa,CALDAS DO JORRO
CONTENDAS DO SINCORA,Contendas Do Sincora,Informação insuficiente para verificar,1,22,BA,baixa,CONTENDAS DO SINCORÁ
CAETANOS,Caetanos,Informação insuficiente para verificar,1,22,BA,baixa,CAETANOS
QUIJINGUE,Quijingue,Informação insuficiente para verificar,1,22,BA,baixa,QUIJINGUE
MACURURE,Macurure,Informação insuficiente para verificar,2,22,BA,baixa,MACURURÉ; Macururé
HELIOPOLIS,Heliopolis,Informação insuficiente para verificar,1,22,BA,baixa,HELIÓPOLIS
MAETINGA,Maetinga,Informação insuficiente para verificar,1,22,BA,baixa,MAETINGA
BAIXA GRANDE,Baixa Grande,Informação insuficiente para verificar,1,22,BA,baixa,BAIXA GRANDE
CALDEIRAO GRANDE,Caldeirao Grande,Informação insuficiente para verificar,1,22,BA,baixa,CALDEIRÃO GRANDE
MONTE GORDO - DISTRITO,Monte Gordo - Distrito,Informação insuficiente para verificar,1,22,BA,baixa,MONTE GORDO - Distrito
ANTONIO CARDOSO,Antonio Cardoso,Informação insuficiente para verificar,2,22,BA,baixa,ANTÔNIO CARDOSO; ANTôNIO CARDOSO
CAEM,Caem,Informação insuficiente para verificar,1,21,BA,baixa,CAÉM
SANTANOPOLIS,Santanopolis,Informação insuficiente para verificar,2,21,BA,baixa,SANTANOPOLIS; SANTANÓPOLIS
SAO DOMINGOS,Sao Domingos,Informação insuficiente para verificar,2,21,BA; GO,baixa,SÃO DOMINGOS; São Domingos
MACEIO,Maceio,Informação insuficiente para verificar,1,21,AL,baixa,MACEIÓ
MALHADA DE PEDRAS,Malhada De Pedras,Informação insuficiente para verificar,1,21,BA,baixa,MALHADA DE PEDRAS
BUERAREMA,Buerarema,Informação insuficiente para verificar,2,21,BA,baixa,BUERAREMA; Buerarema
MANSIDAO,Mansidao,Informação insuficiente para verificar,1,21,BA,baixa,MANSIDÃO
PEDRO ALEXANDRE,Pedro Alexandre,Informação insuficiente para verificar,1,21,BA,baixa,PEDRO ALEXANDRE
CATURAMA,Caturama,Informação insuficiente para verificar,1,20,BA,baixa,CATURAMA
ITAPE,Itape,Informação insuficiente para verificar,1,20,BA,baixa,ITAPÉ
PORTO SAUIPE,Porto Sauipe,Informação insuficiente para verificar,1,20,BA,baixa,PORTO SAUÍPE
VARZEDO,Varzedo,Informação insuficiente para verificar,1,20,BA,baixa,VARZEDO
AGUA FRIA,Agua Fria,Informação insuficiente para verificar,2,20,BA,baixa,ÁGUA FRIA; Água Fria
FIRMINO ALVES,Firmino Alves,Informação insuficiente para verificar,2,20,BA,baixa,FIRMINO ALVES; Firmino Alves
MIRANTE,Mirante,Informação insuficiente para verificar,1,20,BA,baixa,MIRANTE
ITANAGRA,Itanagra,Informação insuficiente para verificar,2,20,BA,baixa,ITANAGRA; Itanagra
PIRIPA,Piripa,Informação insuficiente para verificar,1,20,BA,baixa,PIRIPÁ
MUNIZ FERREIRA,Muniz Ferreira,Informação insuficiente para verificar,1,20,BA,baixa,MUNIZ FERREIRA
FEIRA DA MATA,Feira Da Mata,Informação insuficiente para verificar,2,19,BA,baixa,FEIRA DA MATA; Feira da Mata
RIBEIRAO DO LARGO,Ribeirao Do Largo,Informação insuficiente para verificar,2,19,BA,baixa,RIBEIRÃO DO LARGO; Ribeirão do Largo
MARIA QUITERIA - DISTRITO,Maria Quiteria - Distrito,Informação insuficiente para verificar,1,19,BA,baixa,MARIA QUITÉRIA - Distrito
WENCESLAU GUIMARAES,Wenceslau Guimaraes,Informação insuficiente para verificar,2,19,BA,baixa,WENCESLAU GUIMARÃES; Wenceslau Guimarães
NOVA REDENCAO,Nova Redencao,Informação insuficiente para verificar,1,19,BA,baixa,NOVA REDENÇÃO
TANQUINHO,Tanquinho,Informação insuficiente para verificar,2,18,BA,baixa,TANQUINHO; Tanquinho
BELEM,Belem,Informação insuficiente para verificar,1,18,PA,baixa,BELÉM
IRAMAIA,Iramaia,Informação insuficiente para verificar,1,18,BA,baixa,IRAMAIA
PLANALTINO,Planaltino,Informação insuficiente para verificar,2,18,BA,baixa,PLANALTINO; Planaltino
MILAGRES,Milagres,Informação insuficiente para verificar,2,18,BA,baixa,MILAGRES; Milagres
CATOLANDIA,Catolandia,Informação insuficiente para verificar,2,18,BA,baixa,CATOLÂNDIA; Catolândia
GUAJERU,Guajeru,Informação insuficiente para verificar,1,18,BA,baixa,GUAJERU
ARATACA,Arataca,Informação insuficiente para verificar,1,18,BA,baixa,ARATACA
ROSARIO (CORRENTINA),Rosario (Correntina),Informação insuficiente para verificar,1,17,BA,baixa,ROSÁRIO (CORRENTINA)
POTIRAGUA,Potiragua,Informação insuficiente para verificar,1,17,BA,baixa,POTIRAGUÁ
BARRO ALTO,Barro Alto,Informação insuficiente para verificar,1,17,BA,baixa,BARRO ALTO
JAUA,Jaua,Informação insuficiente para verificar,1,17,BA,baixa,JAUÁ
JITAUNA,Jitauna,Informação insuficiente para verificar,2,17,BA,baixa,JITAÚNA; Jitaúna
SOUTO SOARES,Souto Soares,Informação insuficiente para verificar,1,17,BA,baixa,SOUTO SOARES
S PAULO,S Paulo,Informação insuficiente para verificar,1,17,SP,baixa,S PAULO
ITAGIMIRIM,Itagimirim,Informação insuficiente para verificar,1,17,BA,baixa,ITAGIMIRIM
CAMPO GRANDE,Campo Grande,Informação insuficiente para verificar,1,17,MS; RN,baixa,CAMPO GRANDE
IRAJUBA,Irajuba,Informação insuficiente para verificar,2,17,BA,baixa,IRAJUBA; Irajuba
VARZEA DO POCO,Varzea Do Poco,Informação insuficiente para verificar,1,17,BA,baixa,VÁRZEA DO POÇO
JAIBA - DISTRITO,Jaiba - Distrito,Informação insuficiente para verificar,1,17,BA,baixa,JAÍBA - Distrito
TIQUARUCU - DISTRITO,Tiquarucu - Distrito,Informação insuficiente para verificar,1,16,BA,baixa,TIQUARUÇU - Distrito
BURITIRAMA,Buritirama,Informação insuficiente para verificar,1,16,BA,baixa,BURITIRAMA
CARDEAL DA SILVA,Cardeal Da Silva,Informação insuficiente para verificar,1,16,BA,baixa,CARDEAL DA SILVA
APUAREMA,Apuarema,Informação insuficiente para verificar,1,16,BA,baixa,APUAREMA
SAO MATEUS,Sao Mateus,Informação insuficiente para verificar,1,16,ES,baixa,SÃO MATEUS
CAATIBA,Caatiba,Informação insuficiente para verificar,1,16,BA,baixa,CAATIBA
ITAJU DO COLONIA,Itaju Do Colonia,Informação insuficiente para verificar,1,16,BA,baixa,ITAJU DO COLÔNIA
APORA,Apora,Informação insuficiente para verificar,2,16,BA,baixa,APORÁ; Aporá
ARATUIPE,Aratuipe,Informação insuficiente para verificar,1,16,BA,baixa,ARATUÍPE
CARAIVA - DISTRITO,Caraiva - Distrito,Informação insuficiente para verificar,1,16,BA,baixa,CARAIVA - Distrito
BANZAE,Banzae,Informação insuficiente para verificar,2,16,BA,baixa,BANZAÊ; Banzaê
LAJEDINHO,Lajedinho,Informação insuficiente para verificar,1,16,BA,baixa,LAJEDINHO
PARAFUSO,Parafuso,Informação insuficiente para verificar,1,16,BA,baixa,PARAFUSO
CANAPOLIS,Canapolis,Informação insuficiente para verificar,1,15,BA,baixa,CANÁPOLIS
MATARIPE (SAO FRANCISCO DO CONDE),Mataripe (Sao Francisco Do Conde),Informação insuficiente para verificar,2,15,BA,baixa,MATARIPE (SÃO FRANCISCO DO CONDE); Mataripe (São Francisco do Conde)
ITAQUARA,Itaquara,Informação insuficiente para verificar,1,15,BA,baixa,ITAQUARA
MANICOBA (JUAZEIRO),Manicoba (Juazeiro),Informação insuficiente para verificar,1,15,BA,baixa,MANIÇOBA (JUAZEIRO)
JOSE GONCALVES - DISTRITO,Jose Goncalves - Distrito,Informação insuficiente para verificar,1,15,BA,baixa,JOSÉ GONÇALVES - Distrito
LAJEDO DO TABOCAL,Lajedo Do Tabocal,Informação insuficiente para verificar,1,15,BA,baixa,LAJEDO DO TABOCAL
CUMURUXATIBA - DISTRITO,Cumuruxatiba - Distrito,Informação insuficiente para verificar,1,15,BA,baixa,CUMURUXATIBA - Distrito
MANOEL VITORINO,Manoel Vitorino,Informação insuficiente para verificar,1,14,BA,baixa,MANOEL VITORINO
CHORROCHO,Chorrocho,Informação insuficiente para verificar,1,14,BA,baixa,CHORROCHÓ
ITAGI,Itagi,Informação insuficiente para verificar,2,14,BA,baixa,ITAGI; Itagi
NILO PECANHA,Nilo Pecanha,Informação insuficiente para verificar,2,14,BA,baixa,NILO PEÇANHA; Nilo Peçanha
ALMADINA,Almadina,Informação insuficiente para verificar,1,14,BA,baixa,ALMADINA
BARRA DO ROCHA,Barra Do Rocha,Informação insuficiente para verificar,1,14,BA,baixa,BARRA DO ROCHA
TEODORO SAMPAIO,Teodoro Sampaio,Informação insuficiente para verificar,2,14,BA,baixa,TEODORO SAMPAIO; Teodoro Sampaio
ITIRUCU,Itirucu,Informação insuficiente para verificar,1,14,BA,baixa,ITIRUÇU
LAGOA DO BARRO DO PIAUI,Lagoa Do Barro Do Piaui,Informação insuficiente para verificar,1,13,PI,baixa,LAGOA DO BARRO DO PIAUÍ
OURICANGAS,Ouricangas,Informação insuficiente para verificar,1,13,BA,baixa,OURIÇANGAS
MASCOTE,Mascote,Informação insuficiente para verificar,1,13,BA,baixa,MASCOTE
SANTA CRUZ DA VITORIA,Santa Cruz Da Vitoria,Informação insuficiente para verificar,2,13,BA,baixa,SANTA CRUZ DA VITÓRIA; Santa Cruz da Vitória
SANTA CRUZ,Santa Cruz,Informação insuficiente para verificar,1,13,RN,baixa,SANTA CRUZ
ABAIRA,Abaira,Informação insuficiente para verificar,1,12,BA,baixa,ABAÍRA
ICHU,Ichu,Informação insuficiente para verificar,1,12,BA,baixa,ICHU
DELMIRO GOUVEIA,Delmiro Gouveia,Informação insuficiente para verificar,1,12,AL,baixa,DELMIRO GOUVEIA
IPECAETA,Ipecaeta,Informação insuficiente para verificar,1,12,BA,baixa,IPECAETÁ
LINHARES,Linhares,Informação insuficiente para verificar,1,12,ES,baixa,LINHARES
NOVA ITARANA,Nova Itarana,Informação insuficiente para verificar,1,12,BA,baixa,NOVA ITARANA
ITAPITANGA,Itapitanga,Informação insuficiente para verificar,2,12,BA,baixa,ITAPITANGA; Itapitanga
CURITIBA,Curitiba,Informação insuficiente para verificar,1,11,PR,baixa,CURITIBA
CRAVOLANDIA,Cravolandia,Informação insuficiente para verificar,1,11,AC; BA,baixa,CRAVOLÂNDIA
SAO FELIX,Sao Felix,Informação insuficiente para verificar,1,11,BA,baixa,SÃO FÉLIX
LARANJEIRAS,Laranjeiras,Informação insuficiente para verificar,1,11,SE,baixa,LARANJEIRAS
PIRAI DO NORTE,Pirai Do Norte,Informação insuficiente para verificar,2,11,BA,baixa,PIRAI DO NORTE; PIRAÍ DO NORTE
BOM JESUS DA SERRA,Bom Jesus Da Serra,Informação insuficiente para verificar,2,11,BA,baixa,BOM JESUS DA SERRA; Bom Jesus da Serra
GAVIAO,Gaviao,Informação insuficiente para verificar,2,11,BA,baixa,GAVIÃO; Gavião
BREJOES,Brejoes,Informação insuficiente para verificar,1,11,BA,baixa,BREJÕES
DARIO MEIRA,Dario Meira,Informação insuficiente para verificar,1,11,BA,baixa,DÁRIO MEIRA
MANAUS,Manaus,Informação insuficiente para verificar,1,11,AM,baixa,MANAUS
BARRO PRETO,Barro Preto,Informação insuficiente para verificar,1,11,BA,baixa,BARRO PRETO
ALTO DO RODRIGUES,Alto Do Rodrigues,Informação insuficiente para verificar,1,11,RN,baixa,ALTO DO RODRIGUES
JABOATAO DOS GUARARAPES,Jaboatao Dos Guararapes,Informação insuficiente para verificar,1,10,PE,baixa,JABOATÃO DOS GUARARAPES
CERAIMA - DISTRITO,Ceraima - Distrito,Informação insuficiente para verificar,1,10,BA,baixa,CERAIMA - Distrito
ARARAQUARA,Araraquara,Informação insuficiente para verificar,1,10,SP,baixa,ARARAQUARA
QUIXABEIRA,Quixabeira,Informação insuficiente para verificar,1,10,BA,baixa,QUIXABEIRA
ABRANTES (CAMACARI),Abrantes (Camacari),Informação insuficiente para verificar,1,10,BA,baixa,ABRANTES (CAMAÇARI)
JANAUBA,Janauba,Informação insuficiente para verificar,1,10,MG,baixa,JANAÚBA
OLINDA,Olinda,Informação insuficiente para verificar,1,10,PE,baixa,OLINDA
QUEIMADA NOVA,Queimada Nova,Informação insuficiente para verificar,1,10,PI,baixa,QUEIMADA NOVA
IBIQUERA,Ibiquera,Informação insuficiente para verificar,1,10,BA,baixa,IBIQUERA
AIQUARA,Aiquara,Informação insuficiente para verificar,1,10,AC; BA,baixa,AIQUARA
LAFAIETE COUTINHO,Lafaiete Coutinho,Informação insuficiente para verificar,1,10,BA,baixa,LAFAIETE COUTINHO
TRANCOSO,Trancoso,Informação insuficiente para verificar,1,9,BA,baixa,Trancoso
CAETE-ACU - DISTRITO,Caete-Acu - Distrito,Informação insuficiente para verificar,1,9,BA,baixa,CAETÉ-AÇU - Distrito
TERRA NOVA,Terra Nova,Informação insuficiente para verificar,2,9,BA,baixa,TERRA NOVA; Terra Nova
PAU BRASIL,Pau Brasil,Informação insuficiente para verificar,2,9,BA,baixa,PAU BRASIL; Pau Brasil
POSTO DA MATA (NOVA VICOSA),Posto Da Mata (Nova Vicosa),Informação insuficiente para verificar,1,9,BA,baixa,POSTO DA MATA (NOVA VIÇOSA)
PEDRAO,Pedrao,Informação insuficiente para verificar,1,9,BA,baixa,PEDRÃO
SOBRAL,Sobral,Informação insuficiente para verificar,1,9,CE,baixa,SOBRAL
GONGOGI,Gongogi,Informação insuficiente para verificar,1,9,AC; BA,baixa,GONGOGI
SUBAUMA - DISTRITO,Subauma - Distrito,Informação insuficiente para verificar,1,9,BA,baixa,SUBAÚMA - Distrito
SAO FRANCISCO DE ASSIS DO PIAUI,Sao Francisco De Assis Do Piaui,Informação insuficiente para verificar,1,9,PI,baixa,SÃO FRANCISCO DE ASSIS DO PIAUÍ
MARCIONILIO SOUZA,Marcionilio Souza,Informação insuficiente para verificar,1,9,BA,baixa,MARCIONÍLIO SOUZA
PILAR,Pilar,Informação insuficiente para verificar,1,9,AL; PB,baixa,PILAR
SAO LUIS,Sao Luis,Informação insuficiente para verificar,1,8,MA,baixa,SÃO LUÍS
VILA VELHA,Vila Velha,Informação insuficiente para verificar,1,8,ES,baixa,VILA VELHA
ITAMOTINGA (JUAZEIRO),Itamotinga (Juazeiro),Informação insuficiente para verificar,1,8,BA,baixa,ITAMOTINGA (JUAZEIRO)
CANDEAL,Candeal,Informação insuficiente para verificar,1,8,BA,baixa,CANDEAL
SAO JOSE DO BELMONTE,Sao Jose Do Belmonte,Informação insuficiente para verificar,1,8,PE,baixa,SÃO JOSÉ DO BELMONTE
CARUARU,Caruaru,Informação insuficiente para verificar,1,8,PE,baixa,CARUARU
PINDAMONHANGABA,Pindamonhangaba,Informação insuficiente para verificar,1,8,SP,baixa,PINDAMONHANGABA
TRINDADE,Trindade,Informação insuficiente para verificar,1,8,PE,baixa,TRINDADE
JUSSARI,Jussari,Informação insuficiente para verificar,1,8,BA,baixa,JUSSARI
ITAMOTINGA - DISTRITO,Itamotinga - Distrito,Informação insuficiente para verificar,1,8,BA,baixa,ITAMOTINGA - Distrito
MIMOSO DE GOIAS,Mimoso De Goias,Informação insuficiente para verificar,1,8,GO,baixa,MIMOSO DE GOIÁS
LAMARAO,Lamarao,Informação insuficiente para verificar,1,7,BA,baixa,LAMARÃO
AURELINO LEAL,Aurelino Leal,Informação insuficiente para verificar,1,7,BA,baixa,AURELINO LEAL
PASSA TRES - DISTRITO,Passa Tres - Distrito,Informação insuficiente para verificar,1,7,RJ,baixa,PASSA TRÊS - Distrito
ASSIS BRASIL,Assis Brasil,Informação insuficiente para verificar,1,7,AC; BA,baixa,ASSIS BRASIL
LAGARTO,Lagarto,Informação insuficiente para verificar,2,7,SE,baixa,LAGARTO; Lagarto
CARNAIBA DO SERTAO - DISTRITO,Carnaiba Do Sertao - Distrito,Informação insuficiente para verificar,1,7,BA,baixa,CARNAÍBA DO SERTÃO - Distrito
BARRA DOS COQUEIROS,Barra Dos Coqueiros,Informação insuficiente para verificar,1,7,SE,baixa,BARRA DOS COQUEIROS
SERRA,Serra,Informação insuficiente para verificar,1,7,ES,baixa,SERRA
TERESINA,Teresina,Informação insuficiente para verificar,1,7,PI,baixa,TERESINA
